course_title,course_organization,course_type,duration(h),course_language,course_rating,course_difficulty,instructor
Exploring and Producing Data for Business Decision Making,University of Illinois at Urbana-Champaign,100% online,23.0,English,4.8,Beginner,Fataneh Taghaboni-Dutta
Exploring ​and ​Preparing ​your ​Data with BigQuery,Google Cloud,100% online,13.0,English,4.7,Beginner,Google Cloud Training
Exploring ​and ​Preparing ​your ​Data with BigQuery 日本語版,Google Cloud,100% online,12.0,Japanese,5.0,Beginner,Google Cloud Training
"Extinctions: Past, Present, & Future",Emory University,100% online,17.0,English,4.9,Beginner,Anthony J. Martin
Extracellular Vesicles in Health and Disease,"University of California, Irvine",100% online,12.0,English,4.8,Intermediate,Dr Carolina Soekmadji
"Extract, Transform & Load using Python ",Coursera Project Network,Split-screen video,2.0,English,5.0,Beginner,Youssef Hatem Salem
FIFA20 Data Exploration using Python,Coursera Project Network,Split-screen video,2.0,English,4.6,Beginner,Ahmad Varasteh
FPGA Capstone:  Building FPGA Projects,University of Colorado Boulder,100% online,29.0,English,4.6,Mixed,Timothy Scherr
FPGA Softcore Processors and IP Acquisition,University of Colorado Boulder,100% online,10.0,English,4.3,Mixed,Timothy Scherr
Facebook Network Analysis using Python and Networkx,Coursera Project Network,Split-screen video,1.0,English,3.4,Intermediate,Ahmad Varasteh
Tutorial: Facial Expression Recognition with Keras,Coursera Project Network,Split-screen video,2.0,English,4.5,Intermediate,Snehan Kekre
Facilitate Online Discussions with Eduflow,Coursera Project Network,Split-screen video,2.0,English,4.3,Mixed,Abby Saey
Factorial and Fractional Factorial Designs,Arizona State University,100% online,12.0,English,4.8,Intermediate,Douglas C. Montgomery
Tutorial: Fake Instagram Profile Detector,Coursera Project Network,Split-screen video,2.0,English,4.2,Beginner,Ryan Ahmed
Tutorial: Fake News Detection with Machine Learning,Coursera Project Network,Split-screen video,2.0,English,4.6,Beginner,Ryan Ahmed
Farmacología para odontólogos,Universidad Nacional Autónoma de México,100% online,6.0,Spanish,4.8,Mixed,Noé Francisco Santana Domínguez
Farmacovigilancia ocular,Universidad Nacional Autónoma de México,100% online,14.0,Spanish,4.8,Intermediate,"Erika Gómez Franco,Óscar Antonio Ramos Montes,Alicia Vázquez Mendoza"
Fashion E-Commerce in XD,Coursera Project Network,Split-screen video,1.0,English,4.6,Intermediate,Emma Moore
Fashion Image Classification using CNNs in Pytorch,Coursera Project Network,Split-screen video,2.0,English,2.3,Intermediate,Mohammed Murtuza Qureshi
Fashion as Design,The Museum of Modern Art,100% online,20.0,English,4.8,Beginner,"Paola Antonelli,Michelle Millar Fisher,Stephanie Kramer,Anna Burckhardt"
Fashion-иллюстрация: Скетчинг,National Research Tomsk State University,100% online,32.0,Russian,3.7,Beginner,Кадиева Наталия Владимировна
Fashion-иллюстрация: технический рисунок,National Research Tomsk State University,100% online,20.0,Russian,4.2,Mixed,Кадиева Наталия Владимировна
Fast Typer Game using Pygame,Coursera Project Network,Split-screen video,2.0,English,4.5,Beginner,Marwan Abdel Rady
"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials ",Vanderbilt University,100% online,9.0,English,4.8,Beginner,"Tiffany L.  Israel,Consuelo Wilkins,Margo Michaels,Yvonne Joosten"
Feature Engineering,Google Cloud,100% online,18.0,English,4.5,Intermediate,Google Cloud Training
Feature Engineering em Português Brasileiro,Google Cloud,100% online,14.0,Portuguese (Brazilian),4.5,Intermediate,Google Cloud Training
Feature Engineering en Español,Google Cloud,100% online,14.0,Spanish,4.5,Intermediate,Google Cloud Training
Feature Engineering en Français,Google Cloud,100% online,14.0,French,3.5,Intermediate,Google Cloud Training
Feature Engineering 日本語版,Google Cloud,100% online,14.0,Japanese,4.3,Intermediate,Google Cloud Training
"Federal Taxation I: Individuals, Employees, and Sole Proprietors",University of Illinois at Urbana-Champaign,100% online,29.0,English,4.9,Intermediate,"Matthew Hutchens,Petro Lisowsky, PhD, CPA"
Federal Taxation II: Property Transactions of Business Owners and Shareholders,University of Illinois at Urbana-Champaign,100% online,30.0,English,4.9,Intermediate,"Matthew Hutchens,Petro Lisowsky, PhD, CPA"
Federalism & Decentralization: Evaluating Africa's Track Record,Universiteit Leiden,100% online,20.0,English,4.6,Mixed,Dr. Jan Erk
Feeding the World,University of Pennsylvania,100% online,20.0,English,4.7,Beginner,"David Galligan,James Ferguson"
Feminism and Social Justice,"University of California, Santa Cruz",100% online,8.0,English,4.8,Beginner,Bettina Aptheker
Feminism: From Origins to Evolution Teach-Out,University of Michigan,Flexible deadlines,6.0,English,4.2,Beginner,Teach-Out Experts
Ferrous Technology I,Pohang University of Science and Technology,100% online,5.0,English,4.7,Beginner,"Kim, Nack Joon,Suh, Dong Woo,Kang, Youn-Bae,Kim, Sung-Joon"
Ferrous Technology II,Pohang University of Science and Technology,100% online,8.0,English,4.8,Beginner,"Kim, Sung-Joon,Kang, Youn-Bae,Suh, Dong Woo,Kim, Nack Joon"
Fibonacci Numbers and the Golden Ratio,The Hong Kong University of Science and Technology,100% online,9.0,English,4.8,Mixed,Jeffrey R. Chasnov
File and Directory Manipulation with Linux for IT Engineers,Coursera Project Network,Split-screen video,1.0,English,3.2,Beginner,Abdelrahman Tarek Hafez
FinTech Disruptive Innovation: Implications for Society,The Hong Kong University of Science and Technology,100% online,13.0,English,4.7,Beginner, Theodore Henry King CLARK
FinTech Law and Policy,Duke University,100% online,11.0,English,4.8,Beginner,"Lee Reiners, CFA"
FinTech Risk Management,The Hong Kong University of Science and Technology,100% online,15.0,English,4.6,Beginner,"Garvin Percy DIAS, Theodore Henry King CLARK"
FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,100% online,15.0,English,4.6,Beginner, Theodore Henry King CLARK
FinTech and the Transformation in Financial Services,Copenhagen Business School,100% online,19.0,English,4.3,Beginner,"Jonas Hedman ,Stefan Henningsson"
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,100% online,4.0,English,4.7,Beginner,"Christopher Geczy,Natasha Sarin"
Finance For Everyone: Value,McMaster University,100% online,10.0,English,4.7,Mixed,Arshad Ahmad
Finance for Everyone Capstone Project,McMaster University,100% online,9.0,English,4.5,Mixed,Arshad Ahmad
Finance for Everyone: Debt,McMaster University,100% online,11.0,English,4.8,Mixed,Arshad Ahmad
Finance for Everyone: Decisions,McMaster University,100% online,13.0,English,4.7,Mixed,Arshad Ahmad
Finance for Everyone: Markets,McMaster University,100% online,11.0,English,4.7,Beginner,Arshad Ahmad
Finance for Managers,IESE Business School,100% online,14.0,English,4.8,Mixed,Miguel Antón
Finance for Non-Finance Professionals,Rice University,100% online,14.0,English,4.8,Beginner,James Weston
Finance for Non-Financial Managers,Emory University,100% online,12.0,English,4.3,Intermediate,Thomas Smith
Finance for Non-Financial Professionals,"University of California, Irvine",100% online,7.0,English,4.6,Mixed,"David Standen, MBA"
Finance for Startups,Korea Advanced Institute of Science and Technology(KAIST),100% online,6.0,English,4.6,Beginner,Steve Ahn
Financer un projet à impact social,ESSEC Business School,100% online,19.0,French,4.4,Intermediate,Thierry Sibieude
Finances pour les professionnels non financiers,Rice University,100% online,14.0,French,2.2,Mixed,James Weston
Financial Accounting Explained,Coursera Project Network,Split-screen video,2.0,English,4.8,Intermediate,"Nikki Winston, CPA"
Financial Accounting Fundamentals,University of Virginia,100% online,14.0,English,4.8,Mixed,Luann J. Lynch
Financial Accounting: Advanced Topics,University of Illinois at Urbana-Champaign,100% online,13.0,English,4.7,Mixed,Oktay Urcan
Financial Accounting: Foundations,University of Illinois at Urbana-Champaign,100% online,14.0,English,4.7,Mixed,Oktay Urcan
Financial Acumen for Non-Financial Managers,University of Pennsylvania,100% online,9.0,English,4.5,Beginner,"Richard Lambert,Christopher D. Ittner"
Financial Analysis for Startups,Yonsei University,100% online,10.0,English,4.5,Beginner,Hyun Han Shin
Financial Engineering and Risk Management Part I,Columbia University,100% online,18.0,English,4.6,Mixed,"Martin Haugh,Garud Iyengar"
Financial Engineering and Risk Management Part II,Columbia University,100% online,17.0,English,4.7,Mixed,"Martin Haugh,Garud Iyengar"
Financial Investment & Risk Management,Peter the Great St. Petersburg Polytechnic University,100% online,17.0,English,4.5,Mixed,"Gianfranco Antonio Vento,Yulia I. Cherkasova"
Financial Management Capstone,University of Illinois at Urbana-Champaign,100% online,6.0,English,4.7,Mixed,Jeff Flesher
Financial Markets,Yale University,100% online,33.0,English,4.8,Beginner,Robert Shiller
Financial Markets and Investment Strategy Capstone,Indian School of Business,100% online,22.0,English,4.6,Beginner,Ramabhadran Thirumalai
Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,100% online,20.0,English,4.5,Beginner,"Nicholas Paulson,Kathryn L. Sweedler,Charles R. Chaffin"
Financial Projections for Early Stage Start-ups,Coursera Project Network,Split-screen video,1.0,English,4.0,Intermediate,Abdallah Mohamed
Financial Regulation in Emerging Markets and the Rise of Fintech Companies,University of Cape Town,100% online,13.0,English,4.6,Beginner,Co-Pierre Georg
Financial Reporting Capstone,University of Illinois at Urbana-Champaign,100% online,20.0,English,4.2,Intermediate,"Wei Li, PhD, CPA"
Financial Risk Management with R,Duke University,100% online,15.0,English,4.5,Intermediate,David Hsieh
Financing and Initiating Major Engineering Projects,University of Leeds,100% online,21.0,English,4.8,Mixed,Dr Giorgio Locatelli
Financing and Investing in Infrastructure,Università Bocconi,100% online,11.0,English,4.8,Mixed,Stefano Gatti
Financing and Profiting from Innovation for Corporate Entrepreneurs,"University of Maryland, College Park",100% online,10.0,English,4.6,Beginner,Michael R. Pratt
Financing for Startup Businesses,Duke University,100% online,7.0,English,4.5,Intermediate,"Manju Puri,David Robinson"
Finanzas Corporativas,Universidad Austral,100% online,13.0,Spanish,4.7,Beginner,"Javier Alejandro García Sánchez,Luis Hernán Garritano"
Finanzas para directivos,IESE Business School,100% online,12.0,Spanish,4.9,Beginner,Miguel Antón
Finanzas para profesionales no financieros,"University of California, Irvine",100% online,5.0,Spanish,4.7,Mixed,"David Standen, MBA"
Finanzas personales,Universidad Nacional Autónoma de México,100% online,9.0,Spanish,4.8,Mixed,Norman Wolf del Valle
Finanzen für Nicht-Finanzfachleute,Rice University,100% online,14.0,German,3.6,Beginner,James Weston
Finding Hidden Messages in DNA (Bioinformatics I),University of California San Diego,100% online,16.0,English,4.4,Beginner,"Pavel  Pevzner,Phillip Compeau"
Finding Mutations in DNA and Proteins (Bioinformatics VI),University of California San Diego,100% online,24.0,English,4.7,Beginner,"Pavel  Pevzner,Phillip Compeau"
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,100% online,9.0,English,4.8,Beginner,Vic Strecher
Finding bibliography metrics using the Crossref API,Coursera Project Network,Split-screen video,2.0,English,2.7,Intermediate,You (Lilian) Cheng
Fine Tune BERT for Text Classification with TensorFlow,Coursera Project Network,Split-screen video,2.0,English,4.4,Intermediate,Snehan Kekre
Fine-tuning Convolutional Networks to Classify Dog Breeds,Coursera Project Network,Split-screen video,2.0,English,4.0,Intermediate,Ari Anastassiou
Firm Level Economics: Consumer and Producer Behavior,University of Illinois at Urbana-Champaign,100% online,17.0,English,4.8,Mixed,Larry DeBrock
Firm Level Economics: Markets and Allocations,University of Illinois at Urbana-Champaign,100% online,18.0,English,4.9,Mixed,Larry DeBrock
First Order Optical System Design,University of Colorado Boulder,100% online,21.0,English,4.3,Advanced,"Amy Sullivan,Robert McLeod"
First Step Korean,Yonsei University,100% online,18.0,English,4.9,Beginner,Seung Hae Kang
First Steps in Linear Algebra for Machine Learning,HSE University,100% online,14.0,English,4.1,Mixed,"Dmitri Piontkovski,Vsevolod L. Chernyshev"
First Steps in Making the Business Case for Sustainability,University of Colorado System,100% online,15.0,English,4.7,Beginner,John Byrd
Fitting Statistical Models to Data with Python,University of Michigan,100% online,15.0,English,4.4,Mixed,"Brenda Gunderson,Brady T. West,Kerby Shedden"
Fixed Income Bank Financing,Coursera Project Network,Split-screen video,1.0,English,3.2,Intermediate,"Bekhruzbek Ochilov, ACSI, IGCAP"
Fixing Healthcare Delivery,University of Florida,100% online,14.0,English,4.7,Mixed,"Frederick S. Southwick, MD"
Fixing Healthcare Delivery 2.0: Advanced Lean,University of Florida,100% online,17.0,English,4.7,Mixed,"Frederick S. Southwick, MD"
Flat design: draw a vector image from a picture on Inkscape.,Coursera Project Network,Split-screen video,1.0,English,4.7,Intermediate,Martina Cipolletti
Flush Out a Feature on Coursera in Miro,Coursera Project Network,Split-screen video,1.0,English,5.0,Mixed,Emma Moore
Follow a Machine Learning Workflow,CertNexus,100% online,20.0,English,3.6,Mixed,Renée Cummings
Fondamentaux de l’infographie,California Institute of the Arts,100% online,15.0,French,2.3,Beginner,Michael Worthington
Food & Beverage Management,Università Bocconi,100% online,13.0,English,4.8,Mixed,Gabriele Troilo
Forecasting Models for Marketing Decisions,Emory University,100% online,12.0,English,4.3,Intermediate,David Schweidel
Forecasting Skills: See the Future Before it Happens,Institute for the Future,100% online,13.0,English,4.9,Beginner,Jane McGonigal
Forecasting US Presidential Elections with Mixed Models,Coursera Project Network,Split-screen video,2.0,English,4.7,Intermediate,Vinod Bakthavachalam
Forensic Accounting and Fraud Examination,West Virginia University,100% online,7.0,English,4.7,Mixed,"Dr. Richard Riley, Ph.D,Dr. Richard Dull, Ph.D,John Gill, J.D., CFE"
Forex - Trading Around the World,Interactive Brokers,100% online,13.0,English,3.1,Mixed,"Jeff Praissman,Mary MacNamara,Lucas Deaver,Andrew Wilkinson,Steven Levine"
Formación docente basada en la práctica para desarrollar habilidades del siglo XXI,Pontificia Universidad Católica de Chile,100% online,28.0,Spanish,4.8,Mixed,"Miguel Nussbaum Voehl,Alejandra Meneses,Magdalena Mùller,Florencia Gómez Zaccarelli "
Formadores de Ciudadanía,Universidad de los Andes,100% online,46.0,Spanish,4.9,Beginner,"Ana María Velásquez,Andrés Mejía,Enrique Chaux,Tatiana Mosquera"
Formal Financial Accounting,University of Illinois at Urbana-Champaign,100% online,10.0,English,4.7,Intermediate,Oktay Urcan
Formulación y evaluación de proyectos complejos,Universidad de los Andes,100% online,42.0,Spanish,4.9,Intermediate,Andrés Felipe Gómez Uribe
Formulaire HTML,Coursera Project Network,Split-screen video,2.0,French,2.8,Beginner,Fatima Youssef
Fornire un feedback utile (Giving Helpful Feedback),University of Colorado Boulder,100% online,5.0,Italian,4.7,Mixed,Tracy Jennings
FoundX Startup School Course,The University of Tokyo,100% online,19.0,Japanese,4.3,Mixed,"Takaaki Umada,Katsuya Hasegawa,Kado Masanori"
Foundational Skills for Communicating About Health,University of Michigan,100% online,14.0,English,4.8,Beginner,Brian  Zikmund-Fisher
Foundations for Assisting in Home Care,The State University of New York,100% online,76.0,English,4.7,Mixed,"Erin O'Hara-Leslie,Andrea C. Wade, Ph.D.,Kimberly B. McLain, Ph.D.,Tera Doty-Blance"
Foundations for Big Data Analysis with SQL,Cloudera,100% online,12.0,English,4.8,Beginner,Glynn Durham
Foundations for Global Health Responders,University of Colorado System,100% online,12.0,English,4.6,Mixed,"Dr. Jay Lemery, MD"
Foundations of Business Strategy,University of Virginia,100% online,9.0,English,4.8,Mixed,"Michael Lenox,Jared Harris"
Foundations of Computer Science,LearnQuest,100% online,16.0,English,5.0,Mixed,Aspen Olmsted
Foundations of Diversity and Inclusion at Work TeachOut,University of Virginia,Flexible deadlines,6.0,English,4.7,Mixed,"Gregory Fairchild,Martin N. Davidson,Lili Powell,Toni Irving,Sean Martin,Laura Morgan Roberts"
