nombre_curso,nivel_del_curso,horas_dedicadas,duracion_del_curso(Semanas),lenguaje,precio(USD),organizacion,cant_estudiantes
Cellular Solids Part 2:Applications in Medicine…,Avanzado,11–13 hours per week,4,Ingles,49.0,Massachusetts Institute of Technology,45365
Introducción a OilCountry Tubular Goods(OCTG)…,Principiante,4–8 hours per week,8,Español,49.0,TenarisUniversity,45365
Disegno tecnicoindustriale…,Principiante,8–10 hours per week,10,Italiano,60.0,Università degli Studi di Napoli Federico II,45365
Vacuum Systems andTechnology…,Intermedio,1–2 hours per week,3,Ingles,49.0,National Research Nuclear University,45365
Cellular Solids Part 3:Applications in Nature…,Avanzado,11–13 hours per week,3,Ingles,49.0,Massachusetts Institute of Technology,45365
Introduction to WebCartography: Part 2…,Principiante,2–4 hours per week,6,Ingles,50.0,ETH Zurich,45365
Mentoring engineers withimpact…,Intermedio,1–2 hours per week,6,Ingles,49.0,KU Leuven,45365
Scienza delle costruzioni…,Principiante,6–8 hours per week,5,Italiano,60.0,Università degli Studi di Napoli Federico II,45365
"Silicon Photonics Design,Fabrication and DataAnalysis…",Intermedio,3–25 hours per week,6,Ingles,495.0,University of British Columbia,45365
I sistemi OperativiModerni…,Intermedio,8–10 hours per week,6,Italiano,60.0,Università degli Studi di Napoli Federico II,45365
Laboratorio diProgrammazione…,Intermedio,8–10 hours per week,7,Italiano,60.0,Università degli Studi di Napoli Federico II,45365
Supply ChainFundamentals…,Intermedio,8–12 hours per week,13,Ingles,299.0,Massachusetts Institute of Technology,221674
Supply Chain Analytics…,Principiante,8–12 hours per week,15,Ingles,199.0,Massachusetts Institute of Technology,197975
Introduction to AnalyticsModeling…,Avanzado,8–10 hours per week,16,Ingles,825.0,The Georgia Institute of Technology,63150
Supply Chain Design…,Avanzado,8–12 hours per week,13,Ingles,299.0,Massachusetts Institute of Technology,101395
Supply Chain Technologyand Systems…,Avanzado,8–12 hours per week,13,Ingles,299.0,Massachusetts Institute of Technology,57556
Management inEngineering: Strategy andLeadership…,Intermedio,10–12 hours per week,8,Ingles,175.0,Massachusetts Institute of Technology,14558
Supply Chain Dynamics…,Avanzado,8–12 hours per week,13,Ingles,299.0,Massachusetts Institute of Technology,76123
Management inEngineering: Accountingand Planning…,Intermedio,10–12 hours per week,8,Ingles,175.0,Massachusetts Institute of Technology,28358
Solar Energy:Photovoltaic (PV) EnergyConversion…,Avanzado,10–11 hours per week,12,Ingles,250.0,Delft University of Technology,44263
Supply Chains forManufacturing: InventoryAnalytics…,Avanzado,10–12 hours per week,9,Ingles,175.0,Massachusetts Institute of Technology,20960
Multi-Object Tracking forAutomotive Systems…,Avanzado,10–20 hours per week,10,Ingles,249.0,Chalmers University of Technology,8881
Project Management:Mastering Complexity…,Avanzado,4–6 hours per week,5,Ingles,199.0,Delft University of Technology,11416
Innovación frugal:Soluciones sosteniblescon los recursos a tu alc……,Principiante,6–8 hours per week,6,Español,49.0,Pontificia Universidad Javeriana,45365
Decision Making inEngineering Design…,Intermedio,8–9 hours per week,17,Ingles,2250.0,Purdue University,45365
Model-based SystemsEngineering: AdvancedApproaches with OPM…,Avanzado,5–6 hours per week,5,Ingles,149.0,"IsraelX, Technion",45365
"Let’s Get Principled: Values, Culture &Intelligent Disobedience!…",Principiante,2–3 hours per week,5,Ingles,199.0,"The University of Maryland, College Park, University System of Maryland",45365
"Capstone Exam –Materials for Electronic,Optical, and Magnetic D……",Avanzado,3–5 hours per week,1,Ingles,150.0,Massachusetts Institute of Technology,45365
Automóviles eléctricos:Tecnología…,Intermedio,4–5 hours per week,4,Español,49.0,Delft University of Technology,45365
Automóviles eléctricos:Negocios…,Intermedio,4–5 hours per week,4,Español,49.0,Delft University of Technology,45365
Leadership and Diversityin Mining…,Avanzado,3–5 hours per week,8,Ingles,299.0,The University of Queensland,45365
Logística Ecommerce yUltima Milla…,Principiante,3–5 hours per week,5,Español,29.9,LOGYCA,45365
Automóviles eléctricos:Política…,Intermedio,4–5 hours per week,4,Español,49.0,Delft University of Technology,45365
Trazabilidad: la clave dela eficiencia logística…,Principiante,3–5 hours per week,5,Español,29.9,LOGYCA,45365
Introduction toAerospace Engineering:Astronautics and Huma……,Principiante,3–4 hours per week,8,Ingles,49.0,Massachusetts Institute of Technology,45365
Fundamentos de laTecnología Blockchain…,Principiante,7–10 hours per week,5,Español,49.0,Pontificia Universidad Javeriana,45365
Project Management ofEngineering Projects:Preparing for Success…,Intermedio,4–6 hours per week,10,Ingles,99.0,Delft University of Technology,45365
Hybrid Vehicles…,Avanzado,10–20 hours per week,6,Ingles,249.0,Chalmers University of Technology,45365
So You Want to Be aBiomedical Engineer…,Principiante,2–3 hours per week,4,Ingles,49.0,"The University of California, San Diego",45365
Hello (Real) World withROS – Robot OperatingSystem…,Intermedio,8–12 hours per week,7,Ingles,50.0,Delft University of Technology,45365
Introduction toAerodynamics…,Avanzado,10–14 hours per week,15,Ingles,100.0,Massachusetts Institute of Technology,45365
Fundamentals ofManufacturing Processes…,Intermedio,4–6 hours per week,12,Ingles,149.0,Massachusetts Institute of Technology,45365
Machine Dynamics withMATLAB…,Intermedio,8–10 hours per week,7,Ingles,99.0,RWTH Aachen University,11380
Supply Chains forManufacturing: CapacityAnalytics…,Avanzado,10–12 hours per week,9,Ingles,175.0,Massachusetts Institute of Technology,45365
Sensor Fusion andNon-linear Filtering forAutomotive Systems…,Avanzado,10–20 hours per week,6,Ingles,299.0,Chalmers University of Technology,45365
Reliability in EngineeringDesign…,Intermedio,7–9 hours per week,17,Ingles,2250.0,Purdue University,45365
Introducción al Internetde las cosas (IoT) y susaplicaciones…,Principiante,4–6 hours per week,4,Español,49.0,Universidad del Rosario,45365
Leveraging UrbanMobility Disruptions toCreate Better Cities…,Intermedio,2–6 hours per week,10,Ingles,99.0,Massachusetts Institute of Technology,45365
The Engineering ofStructures Around Us…,Principiante,3–6 hours per week,5,Ingles,25.0,Dartmouth College,45365
Introduction to StateSpace Control…,Intermedio,4–6 hours per week,4,Ingles,25.0,Massachusetts Institute of Technology,45365
From Atoms to Materials:Predictive Theory andSimulations…,Avanzado,4–6 hours per week,10,Ingles,49.0,Purdue University,45365
Introduction to OilCountry Tubular Goods(OCTG)…,Principiante,2–3 hours per week,1,Ingles,49.0,TenarisUniversity,7307
Программные средстваCAD…,Principiante,4–6 hours per week,5,Ruso,99.0,ITMO University,45365
Lightweight Design…,Intermedio,8–10 hours per week,6,Ingles,139.0,RWTH Aachen University,45365
Boltzmann Law: Physicsto Computing…,Avanzado,5–6 hours per week,5,Ingles,750.0,Purdue University,45365
Technology Evaluation forGlobal Development…,Intermedio,10–12 hours per week,6,Ingles,49.0,Massachusetts Institute of Technology,45365
Multilevel Converters forMedium/High-PowerApplications…,Avanzado,5–7 hours per week,6,Ingles,99.0,The Georgia Institute of Technology,45365
Signals and Systems|信号与系统…,Principiante,3–4 hours per week,12,Chino,49.0,Tsinghua University,45365
Magnetic Materials andDevices…,Avanzado,8–12 hours per week,4,Ingles,49.0,Massachusetts Institute of Technology,45365
Future Robots. Towards aRobotic Science ofHuman Beings…,Principiante,6–8 hours per week,5,Ingles,60.0,Università degli Studi di Napoli Federico II,45365
Fundamentals ofAutomotive CrashSafety|汽车碰撞安全基础…,Principiante,6–8 hours per week,8,Chino,49.0,Tsinghua University,45365
CommunicationAcoustics…,Intermedio,6–8 hours per week,14,Ingles,49.0,RWTH Aachen University,45365
Photoelectric InstrumentDesign|光电仪器设计…,Principiante,3–4 hours per week,12,Chino,49.0,Tsinghua University,45365
Gestión de identificaciónpara recaudo de facturas…,Principiante,1–3 hours per week,4,Español,25.0,LOGYCA,45365
"Advanced Leadership forEngineers: LeadingTeams, Organizations a……",Intermedio,3–5 hours per week,5,Ingles,190.0,Delft University of Technology,45365
“Monotsukuri” MakingThings in Japan:Mechanical Engineering…,Principiante,2–5 hours per week,4,Ingles,50.0,Tokyo Institute of Technology,45365
Elements of Structures…,Intermedio,10–12 hours per week,10,Ingles,99.0,Massachusetts Institute of Technology,45365
Accounting and Finance…,Intermedio,2–4 hours per week,11,Ingles,150.0,Indian Institute of Management Bangalore,92865
Conquering HumorFundamentals…,Principiante,1–2 hours per week,2,Ingles,69.0,Naomi Bagdonas and Connor Diemand-Yauman,45365
Becoming anEntrepreneur…,Principiante,1–3 hours per week,6,Ingles,69.0,Massachusetts Institute of Technology,110483
Gestión de Proyectos deDesarrollo…,Principiante,3–4 hours per week,10,Español,49.0,Inter-American Development Bank,308915
Introduction toInvestments…,Intermedio,3–5 hours per week,5,Ingles,50.0,Indian Institute of Management Bangalore,93873
u.lab: Leading From theEmerging Future…,Principiante,4–6 hours per week,14,Ingles,99.0,Massachusetts Institute of Technology,82308
Empathy and EmotionalIntelligence at Work…,Principiante,1–2 hours per week,4,Ingles,199.0,"University of California, Berkeley",48980
The Foundations ofHappiness at Work…,Principiante,2–3 hours per week,4,Ingles,199.0,"University of California, Berkeley",70239
People Management…,Principiante,2–4 hours per week,6,Ingles,150.0,Indian Institute of Management Bangalore,115813
Introduction to Marketing…,Principiante,3–5 hours per week,6,Ingles,150.0,University of British Columbia,171731
Entrepreneurship 101:Who is your customer?…,Principiante,2–4 hours per week,10,Ingles,49.0,Massachusetts Institute of Technology,43675
Operations Management…,Intermedio,2–4 hours per week,7,Ingles,150.0,Indian Institute of Management Bangalore,128545
Gestión de riesgos enproyectos de desarrollo…,Intermedio,2–3 hours per week,10,Español,25.0,Inter-American Development Bank,48221
Corporate Finance…,Intermedio,3–5 hours per week,5,Ingles,150.0,Indian Institute of Management Bangalore,64094
Marketing Management…,Intermedio,2–4 hours per week,9,Ingles,150.0,Indian Institute of Management Bangalore,81429
Gestion de projets dedéveloppement…,Intermedio,3–4 hours per week,10,Frances,25.0,Inter-American Development Bank,43171
Finance for Everyone:Smart Tools forDecision-Making…,Principiante,5–6 hours per week,6,Ingles,49.0,The University of Michigan,46146
Business Analytics forData-Driven DecisionMaking…,Avanzado,3–6 hours per week,8,Ingles,399.0,Boston University,42422
Big Data sin misterios…,Intermedio,4–5 hours per week,10,Español,25.0,Inter-American Development Bank,66782
Gestión de personas:Recursos Humanos…,Principiante,5–7 hours per week,5,Español,119.0,Universidad Nacional de Córdoba,20763
Finance Essentials…,Principiante,2–4 hours per week,6,Ingles,79.0,"Imperial College Business School, Imperial College London",65411
Introducción a la gestiónde proyectos…,Principiante,4–5 hours per week,5,Español,50.0,Universitat Politècnica de Valencia,99999
Business Strategy fromWharton: CompetitiveAdvantage…,Intermedio,3–4 hours per week,6,Ingles,199.0,The Wharton School of the University of Pennsylvania,28418
Accounting Essentials…,Principiante,3–5 hours per week,6,Ingles,79.0,"Imperial College Business School, Imperial College London",59931
Business Foundations…,Principiante,3–5 hours per week,6,Ingles,150.0,University of British Columbia,56639
El arte de vender:introducción a las ventas…,Principiante,4–6 hours per week,4,Español,49.9,Pontificia Universidad Javeriana,26799
Strategic Management…,Principiante,3–5 hours per week,5,Ingles,150.0,Indian Institute of Management Bangalore,72362
Mindfulness andResilience to Stress atWork…,Principiante,1–2 hours per week,4,Ingles,199.0,"University of California, Berkeley",34653
Customer RelationshipManagement…,Intermedio,3–5 hours per week,6,Ingles,149.0,Indian Institute of Management Bangalore,54201
Habilidades denegociación ycomunicación efectiva…,Principiante,5–8 hours per week,4,Español,149.0,Tecnológico de Monterrey,21140
Marketing enfocado en laestrategia de servicios…,Principiante,5–7 hours per week,6,Español,119.0,Universidad Nacional de Córdoba,25596
BusinessCommunications…,Principiante,3–5 hours per week,6,Ingles,150.0,University of British Columbia,61720
Inteligencia emocionalpara el liderazgo efectivoy colaboración…,Principiante,4–5 hours per week,4,Español,49.0,Universidades Anáhuac,15680
La gestion desressources humaines…,Principiante,1–2 hours per week,7,Frances,199.0,HEC Montréal,7590
Marketing Analytics…,Avanzado,8–10 hours per week,12,Ingles,249.0,Columbia University,56410
Introduction to Marketing…,Principiante,2–3 hours per week,6,Ingles,149.0,The University of Edinburgh,5575
Tourism and TravelManagement…,Principiante,2–3 hours per week,7,Ingles,5.0,The University of Queensland,39678
Data Analysis Essentials…,Principiante,4–6 hours per week,6,Ingles,79.0,"Imperial College Business School, Imperial College London",43864
Master Control in SupplyChain Management andLogistics…,Principiante,4–5 hours per week,7,Ingles,49.0,Chalmers University of Technology,32589
Accounting forDecision-Making…,Intermedio,3–5 hours per week,7,Ingles,150.0,Indian Institute of Management Bangalore,58504
Negotiation Skills andEffective Communication…,Intermedio,5–8 hours per week,4,Ingles,149.0,Tecnológico de Monterrey,8665
DO Your Venture:Entrepreneurship ForEveryone…,Principiante,3–4 hours per week,6,Ingles,150.0,Indian Institute of Management Bangalore,62538
